Method:,double_shade_pso,Function:,Rotated_Hyper_Ellipsoid,NFE:,100000.0,Seed:,397285674
score within threshold,0.07232684423640036
score on contour,0.0678835918631096
min,-4.440892098500627e-16
pop,100
contour %,0.08256181508073494
below threshold %,0.095377
"
"
Method:,double_shade,Function:,Ackley,NFE:,200000.0,Seed:,397285674
score within threshold,0.0715970278649748
score on contour,0.06719719666360545
min,-4.440892098500627e-16
pop,100
contour %,0.1571969503538856
below threshold %,0.180836
"
"
Method:,double_shade,Function:,Ackley,NFE:,500000.0,Seed:,397285674
score within threshold,0.0693417921097499
score on contour,0.06572754314180033
min,-4.440892098500627e-16
pop,100
contour %,0.3429639067335287
below threshold %,0.383899
"
"
Method:,double_shade,Function:,Himmelblau,NFE:,100000.0,Seed:,397285674
score within threshold,0.16818975021525573
score on contour,0.14954971233671074
min,0.0008456964689828
pop,100
contour %,0.38563432835820893
below threshold %,0.46310666842036036
"
"
Method:,double_shade,Function:,Himmelblau,NFE:,200000.0,Seed:,397285674
score within threshold,0.13822139668228278
score on contour,0.12861283506764606
min,0.0008287904026116
pop,100
contour %,0.7261194029850746
below threshold %,0.8266473760357753
"
"
Method:,double_shade,Function:,Himmelblau,NFE:,500000.0,Seed:,397285674
score within threshold,0.10234590341455696
score on contour,0.10141285590092568
min,0.0004130487217259
pop,100
contour %,0.9199626865671642
below threshold %,0.96488228330922
"
"
Method:,double_shade,Function:,Rosenbrock,NFE:,100000.0,Seed:,397285674
score within threshold,2.5907995386144496
score on contour,1.155306226913019
min,0.0009633038756549
pop,100
contour %,0.918918918918919
below threshold %,0.8960176991150443
"
"
Method:,double_shade,Function:,Rosenbrock,NFE:,200000.0,Seed:,397285674
score within threshold,1.465369085726103
score on contour,0.8948439993774286
min,0.0007585377107541
pop,100
contour %,0.972972972972973
below threshold %,0.9601769911504425
"
"
Method:,double_shade,Function:,Rosenbrock,NFE:,500000.0,Seed:,397285674
score within threshold,1.0311456431339971
score on contour,0.4097427534232972
min,0.0005646351535439
pop,100
contour %,1.0
below threshold %,0.9734513274336283
"
"
Method:,double_shade,Function:,Hartman_3D,NFE:,100000.0,Seed:,397285674
score within threshold,0.07676820630001857
score on contour,0.055006215577462624
min,0.0002041600069571
pop,100
contour %,0.08671949117438768
below threshold %,0.16771302379664943
"
"
Method:,double_shade,Function:,Hartman_3D,NFE:,200000.0,Seed:,397285674
score within threshold,0.07440629691435821
score on contour,0.055228204137007526
min,0.0002071042141249
pop,100
contour %,0.15748473389542886
below threshold %,0.3119835007345236
"
"
